Subregion,Region,Lat,Long,Day,Count,What
Denmark,Denmark,56.2639,9.5018,2020-03-07,23,Confirmed
Beijing,China,40.1824,116.4142,2020-03-07,426,Confirmed
Shanghai,China,31.202,121.4491,2020-03-07,342,Confirmed
Hebei,China,39.549,116.1306,2020-03-07,318,Confirmed
Fujian,China,26.0789,117.9874,2020-03-07,296,Confirmed
Guangxi,China,23.8298,108.7881,2020-03-07,252,Confirmed
Shaanxi,China,35.1917,108.8701,2020-03-07,245,Confirmed
Yunnan,China,24.974,101.487,2020-03-07,174,Confirmed
Hainan,China,19.1959,109.7453,2020-03-07,168,Confirmed
Guizhou,China,26.8154,106.8748,2020-03-07,146,Confirmed
Tianjin,China,39.3054,117.323,2020-03-07,136,Confirmed
Shanxi,China,37.5777,112.2922,2020-03-07,133,Confirmed
Gansu,China,37.8099,101.0583,2020-03-07,120,Confirmed
Hong Kong,China,22.3,114.2,2020-03-07,108,Confirmed
Liaoning,China,41.2956,122.6085,2020-03-07,125,Confirmed
Jilin,China,43.6661,126.1923,2020-03-07,93,Confirmed
All,Czechia,49.8175,15.473,2020-03-07,19,Confirmed
Xinjiang,China,41.1129,85.2401,2020-03-07,76,Confirmed
Inner Mongolia,China,44.0935,113.9448,2020-03-07,75,Confirmed
Ningxia,China,37.2692,106.1655,2020-03-07,75,Confirmed
All,Taiwan*,23.7,121,2020-03-07,45,Confirmed
All,Vietnam,16,108,2020-03-07,18,Confirmed
All,Russia,60,90,2020-03-07,13,Confirmed
Qinghai,China,35.7452,95.9956,2020-03-07,18,Confirmed
Macau,China,22.1667,113.55,2020-03-07,10,Confirmed
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-07,1,Confirmed
Tibet,China,31.6927,88.0924,2020-03-07,1,Confirmed
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-07,1,Confirmed
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-07,206,Confirmed
Netherlands,Netherlands,52.1326,5.2913,2020-03-07,188,Confirmed
All,Thailand,15,101,2020-03-08,50,Confirmed
All,Japan,36,138,2020-03-08,502,Confirmed
All,Singapore,1.2833,103.8333,2020-03-08,150,Confirmed
All,Nepal,28.1667,84.25,2020-03-08,1,Confirmed
All,Malaysia,2.5,112.5,2020-03-08,99,Confirmed
British Columbia,Canada,49.2827,-123.1207,2020-03-08,27,Confirmed
New South Wales,Australia,-33.8688,151.2093,2020-03-08,38,Confirmed
Victoria,Australia,-37.8136,144.9631,2020-03-08,11,Confirmed
Queensland,Australia,-28.0167,153.4,2020-03-08,15,Confirmed
All,Cambodia,11.55,104.9167,2020-03-08,2,Confirmed
All,Sri Lanka,7,81,2020-03-08,1,Confirmed
All,Germany,51,9,2020-03-08,1040,Confirmed
All,Finland,64,26,2020-03-08,23,Confirmed
All,United Arab Emirates,24,54,2020-03-08,45,Confirmed
All,Philippines,13,122,2020-03-08,10,Confirmed
All,India,21,78,2020-03-08,39,Confirmed
All,Sweden,63,16,2020-03-08,203,Confirmed
All,Spain,40,-4,2020-03-08,673,Confirmed
South Australia,Australia,-34.9285,138.6007,2020-03-08,7,Confirmed
All,Belgium,50.8333,4,2020-03-08,200,Confirmed
All,Egypt,26,30,2020-03-08,49,Confirmed
All,Lebanon,33.8547,35.8623,2020-03-08,32,Confirmed
All,Iraq,33,44,2020-03-08,60,Confirmed
All,Oman,21,57,2020-03-08,16,Confirmed
All,Afghanistan,33,65,2020-03-08,4,Confirmed
All,Bahrain,26.0275,50.55,2020-03-08,85,Confirmed
All,Kuwait,29.5,47.75,2020-03-08,64,Confirmed
All,Algeria,28.0339,1.6596,2020-03-08,19,Confirmed
All,Croatia,45.1,15.2,2020-03-08,12,Confirmed
All,Switzerland,46.8182,8.2275,2020-03-08,337,Confirmed
All,Austria,47.5162,14.5501,2020-03-08,104,Confirmed
All,Israel,31,35,2020-03-08,61,Confirmed
All,Pakistan,30.3753,69.3451,2020-03-08,6,Confirmed
All,Brazil,-14.235,-51.9253,2020-03-08,20,Confirmed
All,Georgia,42.3154,43.3569,2020-03-08,13,Confirmed
All,Greece,39.0742,21.8243,2020-03-08,73,Confirmed
All,North Macedonia,41.6086,21.7453,2020-03-08,3,Confirmed
All,Norway,60.472,8.4689,2020-03-08,176,Confirmed
All,Romania,45.9432,24.9668,2020-03-08,15,Confirmed
All,Estonia,58.5953,25.0136,2020-03-08,10,Confirmed
All,San Marino,43.9424,12.4578,2020-03-08,36,Confirmed
All,Belarus,53.7098,27.9534,2020-03-08,6,Confirmed
All,Iceland,64.9631,-19.0208,2020-03-08,50,Confirmed
All,Lithuania,55.1694,23.8813,2020-03-08,1,Confirmed
All,Mexico,23.6345,-102.5528,2020-03-08,7,Confirmed
All,New Zealand,-40.9006,174.886,2020-03-08,5,Confirmed
All,Nigeria,9.082,8.6753,2020-03-08,1,Confirmed
Western Australia,Australia,-31.9505,115.8605,2020-03-08,3,Confirmed
All,Ireland,53.1424,-7.6921,2020-03-08,19,Confirmed
All,Luxembourg,49.8153,6.1296,2020-03-08,3,Confirmed
All,Monaco,43.7333,7.4167,2020-03-08,1,Confirmed
All,Qatar,25.3548,51.1839,2020-03-08,15,Confirmed
All,Ecuador,-1.8312,-78.1834,2020-03-08,14,Confirmed
All,Azerbaijan,40.1431,47.5769,2020-03-08,9,Confirmed
All,Armenia,40.0691,45.0382,2020-03-08,1,Confirmed
All,Dominican Republic,18.7357,-70.1627,2020-03-08,5,Confirmed
All,Indonesia,-0.7893,113.9213,2020-03-08,6,Confirmed
All,Portugal,39.3999,-8.2245,2020-03-08,30,Confirmed
All,Andorra,42.5063,1.5218,2020-03-08,1,Confirmed
Tasmania,Australia,-41.4545,145.9707,2020-03-08,2,Confirmed
All,Latvia,56.8796,24.6032,2020-03-08,2,Confirmed
All,Morocco,31.7917,-7.0926,2020-03-08,2,Confirmed
All,Saudi Arabia,24,45,2020-03-08,11,Confirmed
All,Senegal,14.4974,-14.4524,2020-03-08,4,Confirmed
All,Argentina,-38.4161,-63.6167,2020-03-08,12,Confirmed
All,Chile,-35.6751,-71.543,2020-03-08,8,Confirmed
All,Jordan,31.24,36.51,2020-03-08,1,Confirmed
All,Ukraine,48.3794,31.1656,2020-03-08,1,Confirmed
All,Hungary,47.1625,19.5033,2020-03-08,7,Confirmed
All,Liechtenstein,47.14,9.55,2020-03-08,1,Confirmed
All,Poland,51.9194,19.1451,2020-03-08,11,Confirmed
All,Tunisia,34,9,2020-03-08,2,Confirmed
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-08,3,Confirmed
All,Slovenia,46.1512,14.9955,2020-03-08,16,Confirmed
All,South Africa,-30.5595,22.9375,2020-03-08,3,Confirmed
All,Bhutan,27.5142,90.4336,2020-03-08,1,Confirmed
All,Cameroon,3.848,11.5021,2020-03-08,2,Confirmed
All,Colombia,4.5709,-74.2973,2020-03-08,1,Confirmed
All,Costa Rica,9.7489,-83.7534,2020-03-08,5,Confirmed
All,Peru,-9.19,-75.0152,2020-03-08,6,Confirmed
All,Serbia,44.0165,21.0059,2020-03-08,1,Confirmed
All,Slovakia,48.669,19.699,2020-03-08,3,Confirmed
All,Togo,8.6195,0.8248,2020-03-08,1,Confirmed
All,Malta,35.9375,14.3754,2020-03-08,3,Confirmed
All,Martinique,14.6415,-61.0242,2020-03-08,2,Confirmed
All,Bulgaria,42.7339,25.4858,2020-03-08,4,Confirmed
All,Maldives,3.2028,73.2207,2020-03-08,4,Confirmed
All,Bangladesh,23.685,90.3563,2020-03-08,3,Confirmed
All,Paraguay,-23.4425,-58.4438,2020-03-08,1,Confirmed
Ontario,Canada,51.2538,-85.3232,2020-03-08,29,Confirmed
Alberta,Canada,53.9333,-116.5765,2020-03-08,4,Confirmed
Quebec,Canada,52.9399,-73.5491,2020-03-08,4,Confirmed
All,Holy See,41.9029,12.4534,2020-03-08,1,Confirmed
Hubei,China,30.9756,112.2707,2020-03-08,67707,Confirmed
All,Iran,32,53,2020-03-08,6566,Confirmed
All,"Korea, South",36,128,2020-03-08,7314,Confirmed
Guangdong,China,23.3417,113.4244,2020-03-08,1352,Confirmed
Henan,China,33.882,113.614,2020-03-08,1272,Confirmed
Zhejiang,China,29.1832,120.0934,2020-03-08,1215,Confirmed
Hunan,China,27.6104,111.7088,2020-03-08,1018,Confirmed
Anhui,China,31.8257,117.2264,2020-03-08,990,Confirmed
Jiangxi,China,27.614,115.7221,2020-03-08,935,Confirmed
Shandong,China,36.3427,118.1498,2020-03-08,758,Confirmed
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-08,696,Confirmed
Jiangsu,China,32.9711,119.455,2020-03-08,631,Confirmed
Chongqing,China,30.0572,107.874,2020-03-08,576,Confirmed
Sichuan,China,30.6171,102.7103,2020-03-08,539,Confirmed
Heilongjiang,China,47.862,127.7615,2020-03-08,481,Confirmed
Denmark,Denmark,56.2639,9.5018,2020-03-08,35,Confirmed
Beijing,China,40.1824,116.4142,2020-03-08,428,Confirmed
Shanghai,China,31.202,121.4491,2020-03-08,342,Confirmed
Hebei,China,39.549,116.1306,2020-03-08,318,Confirmed
Fujian,China,26.0789,117.9874,2020-03-08,296,Confirmed
Guangxi,China,23.8298,108.7881,2020-03-08,252,Confirmed
Shaanxi,China,35.1917,108.8701,2020-03-08,245,Confirmed
Yunnan,China,24.974,101.487,2020-03-08,174,Confirmed
Hainan,China,19.1959,109.7453,2020-03-08,168,Confirmed
Guizhou,China,26.8154,106.8748,2020-03-08,146,Confirmed
Tianjin,China,39.3054,117.323,2020-03-08,136,Confirmed
Shanxi,China,37.5777,112.2922,2020-03-08,133,Confirmed
Gansu,China,37.8099,101.0583,2020-03-08,124,Confirmed
Hong Kong,China,22.3,114.2,2020-03-08,114,Confirmed
Liaoning,China,41.2956,122.6085,2020-03-08,125,Confirmed
Jilin,China,43.6661,126.1923,2020-03-08,93,Confirmed
All,Czechia,49.8175,15.473,2020-03-08,31,Confirmed
Xinjiang,China,41.1129,85.2401,2020-03-08,76,Confirmed
Inner Mongolia,China,44.0935,113.9448,2020-03-08,75,Confirmed
Ningxia,China,37.2692,106.1655,2020-03-08,75,Confirmed
All,Taiwan*,23.7,121,2020-03-08,45,Confirmed
All,Vietnam,16,108,2020-03-08,30,Confirmed
All,Russia,60,90,2020-03-08,17,Confirmed
Qinghai,China,35.7452,95.9956,2020-03-08,18,Confirmed
Macau,China,22.1667,113.55,2020-03-08,10,Confirmed
All,Moldova,47.4116,28.3699,2020-03-08,1,Confirmed
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-08,2,Confirmed
Tibet,China,31.6927,88.0924,2020-03-08,1,Confirmed
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-08,1,Confirmed
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-08,273,Confirmed
Netherlands,Netherlands,52.1326,5.2913,2020-03-08,265,Confirmed
All,Thailand,15,101,2020-03-09,50,Confirmed
All,Japan,36,138,2020-03-09,511,Confirmed
All,Singapore,1.2833,103.8333,2020-03-09,150,Confirmed
All,Nepal,28.1667,84.25,2020-03-09,1,Confirmed
All,Malaysia,2.5,112.5,2020-03-09,117,Confirmed
British Columbia,Canada,49.2827,-123.1207,2020-03-09,32,Confirmed
New South Wales,Australia,-33.8688,151.2093,2020-03-09,48,Confirmed
Victoria,Australia,-37.8136,144.9631,2020-03-09,15,Confirmed
Queensland,Australia,-28.0167,153.4,2020-03-09,15,Confirmed
All,Cambodia,11.55,104.9167,2020-03-09,2,Confirmed
All,Sri Lanka,7,81,2020-03-09,1,Confirmed
All,Germany,51,9,2020-03-09,1176,Confirmed
All,Finland,64,26,2020-03-09,30,Confirmed
All,United Arab Emirates,24,54,2020-03-09,45,Confirmed
All,Philippines,13,122,2020-03-09,20,Confirmed
All,India,21,78,2020-03-09,43,Confirmed
All,Sweden,63,16,2020-03-09,248,Confirmed
All,Spain,40,-4,2020-03-09,1073,Confirmed
South Australia,Australia,-34.9285,138.6007,2020-03-09,7,Confirmed
All,Belgium,50.8333,4,2020-03-09,239,Confirmed
All,Egypt,26,30,2020-03-09,55,Confirmed
All,Lebanon,33.8547,35.8623,2020-03-09,32,Confirmed
All,Iraq,33,44,2020-03-09,60,Confirmed
All,Oman,21,57,2020-03-09,16,Confirmed
All,Afghanistan,33,65,2020-03-09,4,Confirmed
All,Bahrain,26.0275,50.55,2020-03-09,95,Confirmed
All,Kuwait,29.5,47.75,2020-03-09,64,Confirmed
All,Algeria,28.0339,1.6596,2020-03-09,20,Confirmed
All,Croatia,45.1,15.2,2020-03-09,12,Confirmed
All,Switzerland,46.8182,8.2275,2020-03-09,374,Confirmed
All,Austria,47.5162,14.5501,2020-03-09,131,Confirmed
All,Israel,31,35,2020-03-09,61,Confirmed
All,Pakistan,30.3753,69.3451,2020-03-09,6,Confirmed
All,Brazil,-14.235,-51.9253,2020-03-09,25,Confirmed
All,Georgia,42.3154,43.3569,2020-03-09,15,Confirmed
All,Greece,39.0742,21.8243,2020-03-09,73,Confirmed
All,North Macedonia,41.6086,21.7453,2020-03-09,3,Confirmed
All,Norway,60.472,8.4689,2020-03-09,205,Confirmed
All,Romania,45.9432,24.9668,2020-03-09,15,Confirmed
All,Estonia,58.5953,25.0136,2020-03-09,10,Confirmed
All,San Marino,43.9424,12.4578,2020-03-09,36,Confirmed
All,Belarus,53.7098,27.9534,2020-03-09,6,Confirmed
All,Iceland,64.9631,-19.0208,2020-03-09,58,Confirmed
All,Lithuania,55.1694,23.8813,2020-03-09,1,Confirmed
All,Mexico,23.6345,-102.5528,2020-03-09,7,Confirmed
All,New Zealand,-40.9006,174.886,2020-03-09,5,Confirmed
All,Nigeria,9.082,8.6753,2020-03-09,2,Confirmed
Western Australia,Australia,-31.9505,115.8605,2020-03-09,4,Confirmed
All,Ireland,53.1424,-7.6921,2020-03-09,21,Confirmed
All,Luxembourg,49.8153,6.1296,2020-03-09,3,Confirmed
All,Monaco,43.7333,7.4167,2020-03-09,1,Confirmed
All,Qatar,25.3548,51.1839,2020-03-09,18,Confirmed
All,Ecuador,-1.8312,-78.1834,2020-03-09,15,Confirmed
All,Azerbaijan,40.1431,47.5769,2020-03-09,9,Confirmed
All,Armenia,40.0691,45.0382,2020-03-09,1,Confirmed
All,Dominican Republic,18.7357,-70.1627,2020-03-09,5,Confirmed
All,Indonesia,-0.7893,113.9213,2020-03-09,19,Confirmed
All,Portugal,39.3999,-8.2245,2020-03-09,30,Confirmed
All,Andorra,42.5063,1.5218,2020-03-09,1,Confirmed
Tasmania,Australia,-41.4545,145.9707,2020-03-09,2,Confirmed
All,Latvia,56.8796,24.6032,2020-03-09,6,Confirmed
All,Morocco,31.7917,-7.0926,2020-03-09,2,Confirmed
All,Saudi Arabia,24,45,2020-03-09,15,Confirmed
All,Senegal,14.4974,-14.4524,2020-03-09,4,Confirmed
All,Argentina,-38.4161,-63.6167,2020-03-09,12,Confirmed
All,Chile,-35.6751,-71.543,2020-03-09,8,Confirmed
All,Jordan,31.24,36.51,2020-03-09,1,Confirmed
All,Ukraine,48.3794,31.1656,2020-03-09,1,Confirmed
All,Hungary,47.1625,19.5033,2020-03-09,9,Confirmed
All,Liechtenstein,47.14,9.55,2020-03-09,1,Confirmed
All,Poland,51.9194,19.1451,2020-03-09,16,Confirmed
All,Tunisia,34,9,2020-03-09,2,Confirmed
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-09,3,Confirmed
All,Slovenia,46.1512,14.9955,2020-03-09,16,Confirmed
All,South Africa,-30.5595,22.9375,2020-03-09,3,Confirmed
All,Bhutan,27.5142,90.4336,2020-03-09,1,Confirmed
All,Cameroon,3.848,11.5021,2020-03-09,2,Confirmed
All,Colombia,4.5709,-74.2973,2020-03-09,1,Confirmed
All,Costa Rica,9.7489,-83.7534,2020-03-09,9,Confirmed
All,Peru,-9.19,-75.0152,2020-03-09,7,Confirmed
All,Serbia,44.0165,21.0059,2020-03-09,1,Confirmed
All,Slovakia,48.669,19.699,2020-03-09,3,Confirmed
All,Togo,8.6195,0.8248,2020-03-09,1,Confirmed
All,Malta,35.9375,14.3754,2020-03-09,3,Confirmed
All,Martinique,14.6415,-61.0242,2020-03-09,2,Confirmed
All,Bulgaria,42.7339,25.4858,2020-03-09,4,Confirmed
All,Maldives,3.2028,73.2207,2020-03-09,4,Confirmed
All,Bangladesh,23.685,90.3563,2020-03-09,3,Confirmed
All,Paraguay,-23.4425,-58.4438,2020-03-09,1,Confirmed
Ontario,Canada,51.2538,-85.3232,2020-03-09,34,Confirmed
Alberta,Canada,53.9333,-116.5765,2020-03-09,7,Confirmed
Quebec,Canada,52.9399,-73.5491,2020-03-09,4,Confirmed
All,Albania,41.1533,20.1683,2020-03-09,2,Confirmed
All,Cyprus,35.1264,33.4299,2020-03-09,2,Confirmed
All,Brunei,4.5353,114.7277,2020-03-09,1,Confirmed
All,Holy See,41.9029,12.4534,2020-03-09,1,Confirmed
Hubei,China,30.9756,112.2707,2020-03-09,67743,Confirmed
All,Iran,32,53,2020-03-09,7161,Confirmed
All,"Korea, South",36,128,2020-03-09,7478,Confirmed
Guangdong,China,23.3417,113.4244,2020-03-09,1352,Confirmed
Henan,China,33.882,113.614,2020-03-09,1272,Confirmed
Zhejiang,China,29.1832,120.0934,2020-03-09,1215,Confirmed
Hunan,China,27.6104,111.7088,2020-03-09,1018,Confirmed
Anhui,China,31.8257,117.2264,2020-03-09,990,Confirmed
Jiangxi,China,27.614,115.7221,2020-03-09,935,Confirmed
Shandong,China,36.3427,118.1498,2020-03-09,758,Confirmed
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-09,696,Confirmed
Jiangsu,China,32.9711,119.455,2020-03-09,631,Confirmed
Chongqing,China,30.0572,107.874,2020-03-09,576,Confirmed
Sichuan,China,30.6171,102.7103,2020-03-09,539,Confirmed
Heilongjiang,China,47.862,127.7615,2020-03-09,481,Confirmed
Denmark,Denmark,56.2639,9.5018,2020-03-09,90,Confirmed
Beijing,China,40.1824,116.4142,2020-03-09,428,Confirmed
Shanghai,China,31.202,121.4491,2020-03-09,342,Confirmed
Hebei,China,39.549,116.1306,2020-03-09,318,Confirmed
Fujian,China,26.0789,117.9874,2020-03-09,296,Confirmed
Guangxi,China,23.8298,108.7881,2020-03-09,252,Confirmed
Shaanxi,China,35.1917,108.8701,2020-03-09,245,Confirmed
Yunnan,China,24.974,101.487,2020-03-09,174,Confirmed
Hainan,China,19.1959,109.7453,2020-03-09,168,Confirmed
Guizhou,China,26.8154,106.8748,2020-03-09,146,Confirmed
Tianjin,China,39.3054,117.323,2020-03-09,136,Confirmed
Shanxi,China,37.5777,112.2922,2020-03-09,133,Confirmed
Gansu,China,37.8099,101.0583,2020-03-09,124,Confirmed
Hong Kong,China,22.3,114.2,2020-03-09,115,Confirmed
Liaoning,China,41.2956,122.6085,2020-03-09,125,Confirmed
Jilin,China,43.6661,126.1923,2020-03-09,93,Confirmed
All,Czechia,49.8175,15.473,2020-03-09,31,Confirmed
Xinjiang,China,41.1129,85.2401,2020-03-09,76,Confirmed
Inner Mongolia,China,44.0935,113.9448,2020-03-09,75,Confirmed
Ningxia,China,37.2692,106.1655,2020-03-09,75,Confirmed
All,Taiwan*,23.7,121,2020-03-09,45,Confirmed
All,Vietnam,16,108,2020-03-09,30,Confirmed
All,Russia,60,90,2020-03-09,17,Confirmed
Qinghai,China,35.7452,95.9956,2020-03-09,18,Confirmed
Macau,China,22.1667,113.55,2020-03-09,10,Confirmed
All,Moldova,47.4116,28.3699,2020-03-09,1,Confirmed
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-09,2,Confirmed
Tibet,China,31.6927,88.0924,2020-03-09,1,Confirmed
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-09,1,Confirmed
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-09,321,Confirmed
Netherlands,Netherlands,52.1326,5.2913,2020-03-09,321,Confirmed
All,Thailand,15,101,2020-03-10,53,Confirmed
All,Japan,36,138,2020-03-10,581,Confirmed
All,Singapore,1.2833,103.8333,2020-03-10,160,Confirmed
All,Nepal,28.1667,84.25,2020-03-10,1,Confirmed
All,Malaysia,2.5,112.5,2020-03-10,129,Confirmed
British Columbia,Canada,49.2827,-123.1207,2020-03-10,32,Confirmed
New South Wales,Australia,-33.8688,151.2093,2020-03-10,55,Confirmed
Victoria,Australia,-37.8136,144.9631,2020-03-10,18,Confirmed
Queensland,Australia,-28.0167,153.4,2020-03-10,18,Confirmed
All,Cambodia,11.55,104.9167,2020-03-10,2,Confirmed
All,Sri Lanka,7,81,2020-03-10,1,Confirmed
All,Germany,51,9,2020-03-10,1457,Confirmed
All,Finland,64,26,2020-03-10,40,Confirmed
All,United Arab Emirates,24,54,2020-03-10,74,Confirmed
All,Philippines,13,122,2020-03-10,33,Confirmed
All,India,21,78,2020-03-10,56,Confirmed
All,Sweden,63,16,2020-03-10,355,Confirmed
All,Spain,40,-4,2020-03-10,1695,Confirmed
South Australia,Australia,-34.9285,138.6007,2020-03-10,7,Confirmed
All,Belgium,50.8333,4,2020-03-10,267,Confirmed
All,Egypt,26,30,2020-03-10,59,Confirmed
All,Lebanon,33.8547,35.8623,2020-03-10,41,Confirmed
All,Iraq,33,44,2020-03-10,71,Confirmed
All,Oman,21,57,2020-03-10,18,Confirmed
All,Afghanistan,33,65,2020-03-10,5,Confirmed
All,Bahrain,26.0275,50.55,2020-03-10,110,Confirmed
All,Kuwait,29.5,47.75,2020-03-10,69,Confirmed
All,Algeria,28.0339,1.6596,2020-03-10,20,Confirmed
All,Croatia,45.1,15.2,2020-03-10,14,Confirmed
All,Switzerland,46.8182,8.2275,2020-03-10,491,Confirmed
All,Austria,47.5162,14.5501,2020-03-10,182,Confirmed
All,Israel,31,35,2020-03-10,83,Confirmed
All,Pakistan,30.3753,69.3451,2020-03-10,16,Confirmed
All,Brazil,-14.235,-51.9253,2020-03-10,31,Confirmed
All,Georgia,42.3154,43.3569,2020-03-10,15,Confirmed
All,Greece,39.0742,21.8243,2020-03-10,89,Confirmed
All,North Macedonia,41.6086,21.7453,2020-03-10,7,Confirmed
All,Norway,60.472,8.4689,2020-03-10,400,Confirmed
All,Romania,45.9432,24.9668,2020-03-10,25,Confirmed
All,Estonia,58.5953,25.0136,2020-03-10,12,Confirmed
All,San Marino,43.9424,12.4578,2020-03-10,51,Confirmed
All,Belarus,53.7098,27.9534,2020-03-10,9,Confirmed
All,Iceland,64.9631,-19.0208,2020-03-10,69,Confirmed
All,Lithuania,55.1694,23.8813,2020-03-10,1,Confirmed
All,Mexico,23.6345,-102.5528,2020-03-10,7,Confirmed
All,New Zealand,-40.9006,174.886,2020-03-10,5,Confirmed
All,Nigeria,9.082,8.6753,2020-03-10,2,Confirmed
Western Australia,Australia,-31.9505,115.8605,2020-03-10,6,Confirmed
All,Ireland,53.1424,-7.6921,2020-03-10,34,Confirmed
All,Luxembourg,49.8153,6.1296,2020-03-10,5,Confirmed
All,Monaco,43.7333,7.4167,2020-03-10,1,Confirmed
All,Qatar,25.3548,51.1839,2020-03-10,24,Confirmed
All,Ecuador,-1.8312,-78.1834,2020-03-10,15,Confirmed
All,Azerbaijan,40.1431,47.5769,2020-03-10,11,Confirmed
All,Armenia,40.0691,45.0382,2020-03-10,1,Confirmed
All,Dominican Republic,18.7357,-70.1627,2020-03-10,5,Confirmed
All,Indonesia,-0.7893,113.9213,2020-03-10,27,Confirmed
All,Portugal,39.3999,-8.2245,2020-03-10,41,Confirmed
All,Andorra,42.5063,1.5218,2020-03-10,1,Confirmed
Tasmania,Australia,-41.4545,145.9707,2020-03-10,2,Confirmed
All,Latvia,56.8796,24.6032,2020-03-10,8,Confirmed
All,Morocco,31.7917,-7.0926,2020-03-10,3,Confirmed
All,Saudi Arabia,24,45,2020-03-10,20,Confirmed
All,Senegal,14.4974,-14.4524,2020-03-10,4,Confirmed
All,Argentina,-38.4161,-63.6167,2020-03-10,17,Confirmed
All,Chile,-35.6751,-71.543,2020-03-10,13,Confirmed
All,Jordan,31.24,36.51,2020-03-10,1,Confirmed
All,Ukraine,48.3794,31.1656,2020-03-10,1,Confirmed
All,Hungary,47.1625,19.5033,2020-03-10,9,Confirmed
Northern Territory,Australia,-12.4634,130.8456,2020-03-10,1,Confirmed
All,Liechtenstein,47.14,9.55,2020-03-10,1,Confirmed
All,Poland,51.9194,19.1451,2020-03-10,22,Confirmed
All,Tunisia,34,9,2020-03-10,5,Confirmed
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-10,5,Confirmed
All,Slovenia,46.1512,14.9955,2020-03-10,31,Confirmed
All,South Africa,-30.5595,22.9375,2020-03-10,7,Confirmed
All,Bhutan,27.5142,90.4336,2020-03-10,1,Confirmed
All,Cameroon,3.848,11.5021,2020-03-10,2,Confirmed
All,Colombia,4.5709,-74.2973,2020-03-10,3,Confirmed
All,Costa Rica,9.7489,-83.7534,2020-03-10,9,Confirmed
All,Peru,-9.19,-75.0152,2020-03-10,11,Confirmed
All,Serbia,44.0165,21.0059,2020-03-10,5,Confirmed
All,Slovakia,48.669,19.699,2020-03-10,7,Confirmed
All,Togo,8.6195,0.8248,2020-03-10,1,Confirmed
All,Malta,35.9375,14.3754,2020-03-10,5,Confirmed
All,Martinique,14.6415,-61.0242,2020-03-10,2,Confirmed
All,Bulgaria,42.7339,25.4858,2020-03-10,4,Confirmed
All,Maldives,3.2028,73.2207,2020-03-10,6,Confirmed
All,Bangladesh,23.685,90.3563,2020-03-10,3,Confirmed
All,Paraguay,-23.4425,-58.4438,2020-03-10,1,Confirmed
Ontario,Canada,51.2538,-85.3232,2020-03-10,36,Confirmed
Alberta,Canada,53.9333,-116.5765,2020-03-10,7,Confirmed
Quebec,Canada,52.9399,-73.5491,2020-03-10,4,Confirmed
All,Albania,41.1533,20.1683,2020-03-10,10,Confirmed
All,Cyprus,35.1264,33.4299,2020-03-10,3,Confirmed
All,Brunei,4.5353,114.7277,2020-03-10,1,Confirmed
All,Burkina Faso,12.2383,-1.5616,2020-03-10,1,Confirmed
All,Holy See,41.9029,12.4534,2020-03-10,1,Confirmed
All,Mongolia,46.8625,103.8467,2020-03-10,1,Confirmed
All,Panama,8.538,-80.7821,2020-03-10,1,Confirmed
Hubei,China,30.9756,112.2707,2020-03-10,67760,Confirmed
All,Iran,32,53,2020-03-10,8042,Confirmed
All,"Korea, South",36,128,2020-03-10,7513,Confirmed
Guangdong,China,23.3417,113.4244,2020-03-10,1353,Confirmed
Henan,China,33.882,113.614,2020-03-10,1272,Confirmed
Zhejiang,China,29.1832,120.0934,2020-03-10,1215,Confirmed
Hunan,China,27.6104,111.7088,2020-03-10,1018,Confirmed
Anhui,China,31.8257,117.2264,2020-03-10,990,Confirmed
Jiangxi,China,27.614,115.7221,2020-03-10,935,Confirmed
Shandong,China,36.3427,118.1498,2020-03-10,758,Confirmed
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-10,696,Confirmed
Jiangsu,China,32.9711,119.455,2020-03-10,631,Confirmed
Chongqing,China,30.0572,107.874,2020-03-10,576,Confirmed
Sichuan,China,30.6171,102.7103,2020-03-10,539,Confirmed
Heilongjiang,China,47.862,127.7615,2020-03-10,481,Confirmed
Denmark,Denmark,56.2639,9.5018,2020-03-10,262,Confirmed
Beijing,China,40.1824,116.4142,2020-03-10,429,Confirmed
Shanghai,China,31.202,121.4491,2020-03-10,344,Confirmed
Hebei,China,39.549,116.1306,2020-03-10,318,Confirmed
Fujian,China,26.0789,117.9874,2020-03-10,296,Confirmed
Guangxi,China,23.8298,108.7881,2020-03-10,252,Confirmed
Shaanxi,China,35.1917,108.8701,2020-03-10,245,Confirmed
Yunnan,China,24.974,101.487,2020-03-10,174,Confirmed
Hainan,China,19.1959,109.7453,2020-03-10,168,Confirmed
